Service Name,Port Number,Transport Protocol,Description,Assignee,Contact,Registration Date,Modification Date,Reference,Service Code,Unauthorized Use Reported,Assignment Notes
,2693,tcp,Unassigned,,,,,,,,(Removed 2004-2-6)
pwrsevent,2694,tcp,pwrsevent,[Yoshinobu_Nakamura],[Yoshinobu_Nakamura],,,,,,
vspread,2695,tcp,VSPREAD,[Sumitake_kobayashi],[Sumitake_kobayashi],,,,,,
unifyadmin,2696,tcp,Unify Admin,[Daegis_Inc],[Chris_Anderson],,2012-07-31,,,,
oce-snmp-trap,2697,tcp,Oce SNMP Trap Port,[Peter_Teeuwen],[Peter_Teeuwen],,,,,,
mck-ivpip,2698,tcp,MCK-IVPIP,[Robert_Vincent],[Robert_Vincent],,,,,,
csoft-plusclnt,2699,tcp,Csoft Plus Client,[Nedelcho_Stanev],[Nedelcho_Stanev],,,,,,
tqdata,2700,tcp,tqdata,[Al_Guetzlaff],[Al_Guetzlaff],,,,,,
sms-rcinfo,2701,tcp,SMS RCINFO,,,,,,,,
sms-xfer,2702,tcp,SMS XFER,,,,,,,,
sms-chat,2703,tcp,SMS CHAT,,,,,,,,
sms-remctrl,2704,tcp,SMS REMCTRL,[Tom_Friend],[Tom_Friend],,,,,,
sds-admin,2705,tcp,SDS Admin,[Don_Traub],[Don_Traub],,,,,,
ncdmirroring,2706,tcp,NCD Mirroring,[Tim_Stevenson],[Tim_Stevenson],,,,,,
emcsymapiport,2707,tcp,EMCSYMAPIPORT,[Bruce_Ferjulian],[Bruce_Ferjulian],,,,,,
banyan-net,2708,tcp,Banyan-Net,[R_Thirumurthy],[R_Thirumurthy],,,,,,
supermon,2709,tcp,Supermon,[Ron_Minnich],[Ron_Minnich],,,,,,
sso-service,2710,tcp,SSO Service,,,,,,,,
sso-control,2711,tcp,SSO Control,[Axel_Kern],[Axel_Kern],,,,,,
aocp,2712,tcp,Axapta Object Communication Protocol,[Jakob_Steen_Hansen],[Jakob_Steen_Hansen],,,,,,
raventbs,2713,tcp,Raven Trinity Broker Service,,,,,,,,
raventdm,2714,tcp,Raven Trinity Data Mover,[Daniel_Sorlov],[Daniel_Sorlov],,,,,,
hpstgmgr2,2715,tcp,HPSTGMGR2,[Kevin_Collins_2],[Kevin_Collins_2],,,,,,
inova-ip-disco,2716,tcp,Inova IP Disco,[Chris_Koeritz],[Chris_Koeritz],,,,,,
pn-requester,2717,tcp,PN REQUESTER,,,,,,,,
pn-requester2,2718,tcp,PN REQUESTER 2,[Portnoy_Boxman],[Portnoy_Boxman],,,,,,
scan-change,2719,tcp,Scan & Change,[Alexander_Raji],[Alexander_Raji],,,,,,
wkars,2720,tcp,wkars,[Barry_Shelton],[Barry_Shelton],,,,,,
smart-diagnose,2721,tcp,Smart Diagnose,[Geoffry_Meek],[Geoffry_Meek],,,,,,
proactivesrvr,2722,tcp,Proactive Server,[Dalit_Naor],[Dalit_Naor],,,,,,
watchdog-nt,2723,tcp,WatchDog NT Protocol,[Loftware],[Glen_Sansoucie],,2020-07-20,,,,
qotps,2724,tcp,qotps,[Piotr_Parlewicz],[Piotr_Parlewicz],,,,,,
msolap-ptp2,2725,tcp,MSOLAP PTP2,[Cristian_Petculescu],[Cristian_Petculescu],,,,,,
tams,2726,tcp,TAMS,[David_Leinbach],[David_Leinbach],,,,,,
mgcp-callagent,2727,tcp,Media Gateway Control Protocol Call Agent,[Christian_Huitema],[Christian_Huitema],,,,,,
sqdr,2728,tcp,SQDR,[Matthew_Orzen],[Matthew_Orzen],,,,,,
tcim-control,2729,tcp,TCIM Control,[Dean_Skelton],[Dean_Skelton],,,,,,
nec-raidplus,2730,tcp,NEC RaidPlus,[Yusuke_Asai],[Yusuke_Asai],,,,,,
fyre-messanger,2731,tcp,Fyre Messanger,[Robert_Waters],[Robert_Waters],,,,,,
g5m,2732,tcp,G5M,[Graham_Klyne],[Graham_Klyne],,,,,,
signet-ctf,2733,tcp,Signet CTF,[Greg_Broiles],[Greg_Broiles],,,,,,
ccs-software,2734,tcp,CCS Software,[Bertus_Jacobs],[Bertus_Jacobs],,,,,,
netiq-mc,2735,tcp,NetIQ Monitor Console,[Scott_Southard],[Scott_Southard],2010-08-25,,,,,
radwiz-nms-srv,2736,tcp,RADWIZ NMS SRV,[Israel_Shainert],[Israel_Shainert],,,,,,
srp-feedback,2737,tcp,SRP Feedback,[Werner_Almesberger],[Werner_Almesberger],,,,,,
ndl-tcp-ois-gw,2738,tcp,NDL TCP-OSI Gateway,[Martin_Norman],[Martin_Norman],,,,,,
tn-timing,2739,tcp,TN Timing,[Paul_Roberts],[Paul_Roberts],,,,,,
alarm,2740,tcp,Alarm,[Uriy_Makasjuk],[Uriy_Makasjuk],,,,,,
tsb,2741,tcp,TSB,,,,,,,,
tsb2,2742,tcp,TSB2,[Ashish_Chatterjee],[Ashish_Chatterjee],,,,,,
murx,2743,tcp,murx,[Thomas_Kuiper],[Thomas_Kuiper],,,,,,
honyaku,2744,tcp,honyaku,[Yasunari_Yamashita],[Yasunari_Yamashita],,,,,,
urbisnet,2745,tcp,URBISNET,[Urbis_Net_Ltd],[Urbis_Net_Ltd],,,,,,
cpudpencap,2746,tcp,CPUDPENCAP,[Tamir_Zegman],[Tamir_Zegman],,,,,,
fjippol-swrly,2747,tcp,,,,,,,,,
fjippol-polsvr,2748,tcp,,,,,,,,,
fjippol-cnsl,2749,tcp,,,,,,,,,
fjippol-port1,2750,tcp,,,,,,,,,
fjippol-port2,2751,tcp,,[Shoichi_Tachibana],[Shoichi_Tachibana],,,,,,
rsisysaccess,2752,tcp,RSISYS ACCESS,[Christophe_Besant],[Christophe_Besant],,,,,,
de-spot,2753,tcp,de-spot,[Sanjay_Parekh],[Sanjay_Parekh],,,,,,
apollo-cc,2754,tcp,APOLLO CC,[Brand_Communications],[Brand_Communications],,,,,,
expresspay,2755,tcp,Express Pay,[Ben_Higgins],[Ben_Higgins],,,,,,
simplement-tie,2756,tcp,simplement-tie,[Tzvika_Chumash],[Tzvika_Chumash],,,,,,
cnrp,2757,tcp,CNRP,[Jacob_Ulmert],[Jacob_Ulmert],,,,,,
apollo-status,2758,tcp,APOLLO Status,,,,,,,,
apollo-gms,2759,tcp,APOLLO GMS,[Simon_Hovell],[Simon_Hovell],,,,,,
sabams,2760,tcp,Saba MS,[Davoud_Maha],[Davoud_Maha],,,,,,
dicom-iscl,2761,tcp,DICOM ISCL,,,,,,,,
dicom-tls,2762,tcp,DICOM TLS,[Lawrence_Tarbox],[Lawrence_Tarbox],,,,,,
desktop-dna,2763,tcp,Desktop DNA,[Jon_Walker],[Jon_Walker],,,,,,
data-insurance,2764,tcp,Data Insurance,[Brent_Irwin],[Brent_Irwin],,,,,,
qip-audup,2765,tcp,qip-audup,[Mike_Morgan],[Mike_Morgan],,,,,,
compaq-scp,2766,tcp,Compaq SCP,[Ferruccio_Barletta],[Ferruccio_Barletta],,,,,,
uadtc,2767,tcp,UADTC,,,,,,,,
uacs,2768,tcp,UACS,[Vishwas_Lele],[Vishwas_Lele],,,,,,
exce,2769,tcp,eXcE,[Norm_Freedman],[Norm_Freedman],,,,,,
veronica,2770,tcp,Veronica,[Jonas_Oberg],[Jonas_Oberg],,,,,,
vergencecm,2771,tcp,Vergence CM,[Mark_Morwood],[Mark_Morwood],,,,,,
auris,2772,tcp,auris,[Francisco_Saez_Aranc],[Francisco_Saez_Aranc],,,,,,
rbakcup1,2773,tcp,RBackup Remote Backup,,,,,,,,
rbakcup2,2774,tcp,RBackup Remote Backup,[Rob_Cosgrove],[Rob_Cosgrove],,,,,,
smpp,2775,tcp,SMPP,[Owen_Sullivan],[Owen_Sullivan],,,,,,
ridgeway1,2776,tcp,Ridgeway Systems & Software,,,,,,,,
ridgeway2,2777,tcp,Ridgeway Systems & Software,[Steve_Read],[Steve_Read],,,,,,
gwen-sonya,2778,tcp,Gwen-Sonya,[Mark_Hurst],[Mark_Hurst],,,,,,
lbc-sync,2779,tcp,LBC Sync,,,,,,,,
lbc-control,2780,tcp,LBC Control,[Keiji_Michine],[Keiji_Michine],,,,,,
whosells,2781,tcp,whosells,[William_Randolph_Roy],[William_Randolph_Roy],,,,,,
everydayrc,2782,tcp,everydayrc,[Ahti_Heinla],[Ahti_Heinla],,,,,,
aises,2783,tcp,AISES,[Daniel_Grazioli],[Daniel_Grazioli],,,,,,
www-dev,2784,tcp,world wide web - development,,,,,,,,
aic-np,2785,tcp,aic-np,[Brad_Parker],[Brad_Parker],,,,,,
aic-oncrpc,2786,tcp,aic-oncrpc - Destiny MCD database,[Brad_Parker],[Brad_Parker],,,,,,
piccolo,2787,tcp,piccolo - Cornerstone Software,[Dave_Bellivea],[Dave_Bellivea],,,,,,
fryeserv,2788,tcp,NetWare Loadable Module - Seagate Software,[Joseph_LoPilato],[Joseph_LoPilato],,,,,,
media-agent,2789,tcp,Media Agent,[Nitzan_Daube],[Nitzan_Daube],,,,,,
plgproxy,2790,tcp,PLG Proxy,[Charlie_Hava],[Charlie_Hava],,,,,,
mtport-regist,2791,tcp,MT Port Registrator,[Maxim_Tseitlin],[Maxim_Tseitlin],,,,,,
f5-globalsite,2792,tcp,f5-globalsite,[Christian_Saether_2],[Christian_Saether_2],,,,,,
initlsmsad,2793,tcp,initlsmsad,[Kelly_Green],[Kelly_Green],,,,,,
,2794,,Unassigned,,,,2006-12-04,,,,
livestats,2795,tcp,LiveStats,[Chris_Greene],[Chris_Greene],,,,,,
ac-tech,2796,tcp,ac-tech,[Chiming_Huang],[Chiming_Huang],,,,,,
esp-encap,2797,tcp,esp-encap,[Jorn_Sierwald],[Jorn_Sierwald],,,,,,
tmesis-upshot,2798,tcp,TMESIS-UPShot,[Brian_Schenkenberger],[Brian_Schenkenberger],,,,,,
icon-discover,2799,tcp,ICON Discover,[Alexander_Falk],[Alexander_Falk],,,,,,
acc-raid,2800,tcp,ACC RAID,[Scott_St_Clair],[Scott_St_Clair],,,,,,
igcp,2801,tcp,IGCP,[David_Hampson],[David_Hampson],,,,,,
veritas-tcp1,2802,tcp,Veritas TCP1,,,,,,,,
btprjctrl,2803,tcp,btprjctrl,[Huw_Thomas],[Huw_Thomas],,,,,,
dvr-esm,2804,tcp,March Networks Digital Video Recorders and Enterprise Service Manager products,[Paul_Streatch],[Paul_Streatch],2004-06,,,,,
wta-wsp-s,2805,tcp,WTA WSP-S,[Sebastien_Bury],[Sebastien_Bury],,,,,,
cspuni,2806,tcp,cspuni,,,,,,,,
cspmulti,2807,tcp,cspmulti,[Terumasa_Yoneda],[Terumasa_Yoneda],,,,,,
j-lan-p,2808,tcp,J-LAN-P,[Takeshi_Sahara],[Takeshi_Sahara],,,,,,
corbaloc,2809,tcp,CORBA LOC,[Ted_McFadden],[Ted_McFadden],,,,,,
netsteward,2810,tcp,Active Net Steward,[Keith_Morley],[Keith_Morley],,,,,,
gsiftp,2811,tcp,GSI FTP,[Von_Welch],[Von_Welch],,,,,,
atmtcp,2812,tcp,atmtcp,[Werner_Almesberger],[Werner_Almesberger],,,,,,
llm-pass,2813,tcp,llm-pass,[Loftware],[Glen_Sansoucie],,2020-07-20,,,,
llm-csv,2814,tcp,llm-csv,[Loftware],[Glen_Sansoucie],,2020-07-20,,,,
lbc-measure,2815,tcp,LBC Measurement,,,,,,,,
lbc-watchdog,2816,tcp,LBC Watchdog,[Akiyoshi_Ochi],[Akiyoshi_Ochi],,,,,,
nmsigport,2817,tcp,NMSig Port,[Peter_Egli_2],[Peter_Egli_2],,,,,,
rmlnk,2818,tcp,rmlnk,,,,,,,,
fc-faultnotify,2819,tcp,FC Fault Notification,[Dave_Watkins],[Dave_Watkins],,,,,,
univision,2820,tcp,UniVision,[Keith_Ansell],[Keith_Ansell],,,,,,
vrts-at-port,2821,tcp,VERITAS Authentication Service,[Stefan_Winkel],[Stefan_Winkel],,,,,,
ka0wuc,2822,tcp,ka0wuc,[Kit_Haskins],[Kit_Haskins],,,,,,
cqg-netlan,2823,tcp,CQG Net/LAN,,,,,,,,
cqg-netlan-1,2824,tcp,CQG Net/LAN 1,[Jeff_Wood],[Jeff_Wood],,,,,,
,2825,,(unassigned) Possibly assigned,,,,,,,,
slc-systemlog,2826,tcp,slc systemlog,,,,,,,,
slc-ctrlrloops,2827,tcp,slc ctrlrloops,[Erwin_Hogeweg],[Erwin_Hogeweg],,,,,,
itm-lm,2828,tcp,ITM License Manager,[Portnoy_Boxman],[Portnoy_Boxman],,,,,,
silkp1,2829,tcp,silkp1,,,,,,,,
silkp2,2830,tcp,silkp2,,,,,,,,
silkp3,2831,tcp,silkp3,,,,,,,,
silkp4,2832,tcp,silkp4,[Erik_Skyten],[Erik_Skyten],,,,,,
glishd,2833,tcp,glishd,[Darrell_Schiebel],[Darrell_Schiebel],,,,,,
evtp,2834,tcp,EVTP,,,,,,,,
evtp-data,2835,tcp,EVTP-DATA,[Eric_Bruno],[Eric_Bruno],,,,,,
catalyst,2836,tcp,catalyst,[Garret_Tollkuhn],[Garret_Tollkuhn],,,,,,
repliweb,2837,tcp,Repliweb,[William_Orme],[William_Orme],,,,,,
starbot,2838,tcp,Starbot,[Markus_Sabadello_2],[Markus_Sabadello_2],,,,,,
nmsigport,2839,tcp,NMSigPort,[Peter_Egli_2],[Peter_Egli_2],,,,,,
l3-exprt,2840,tcp,l3-exprt,,,,,,,,
l3-ranger,2841,tcp,l3-ranger,,,,,,,,
l3-hawk,2842,tcp,l3-hawk,[Dolores_Scott_2],[Dolores_Scott_2],,,,,,
pdnet,2843,tcp,PDnet,[Torsten_Scheffler],[Torsten_Scheffler],,,,,,
bpcp-poll,2844,tcp,BPCP POLL,,,,,,,,
bpcp-trap,2845,tcp,BPCP TRAP,[Steve_Van_Duser],[Steve_Van_Duser],,,,,,
aimpp-hello,2846,tcp,AIMPP Hello,,,,,,,,
aimpp-port-req,2847,tcp,AIMPP Port Req,[Brian_Martinicky],[Brian_Martinicky],,,,,,
amt-blc-port,2848,tcp,AMT-BLC-PORT,[Sandra_Frulloni],[Sandra_Frulloni],,,,,,
fxp,2849,tcp,FXP,[Martin_Lichtin],[Martin_Lichtin],,,,,,
metaconsole,2850,tcp,MetaConsole,[Rakesh_Mahajan],[Rakesh_Mahajan],,,,,,
webemshttp,2851,tcp,webemshttp,[Stephen_Tsun],[Stephen_Tsun],,,,,,
bears-01,2852,tcp,bears-01,[Bruce_McKinnon],[Bruce_McKinnon],,,,,,
ispipes,2853,tcp,ISPipes,[Rajesh_Nandyalam],[Rajesh_Nandyalam],,,,,,
infomover,2854,tcp,InfoMover,[Carla_Caputo],[Carla_Caputo],,,,,,
msrp,2855,tcp,MSRP over TCP,,,,2014-04-09,[RFC4976],,,
cesdinv,2856,tcp,cesdinv,[Yoshiaki_Tokumoto],[Yoshiaki_Tokumoto],,,,,,
simctlp,2857,tcp,SimCtIP,[Christian_Zietz],[Christian_Zietz],,,,,,
ecnp,2858,tcp,ECNP,[Robert_Reimiller],[Robert_Reimiller],,,,,,
activememory,2859,tcp,Active Memory,[Joe_Graham],[Joe_Graham],,,,,,
dialpad-voice1,2860,tcp,Dialpad Voice 1,,,,,,,,
dialpad-voice2,2861,tcp,Dialpad Voice 2,[Wongyu_Cho],[Wongyu_Cho],,,,,,
ttg-protocol,2862,tcp,TTG Protocol,[Mark_Boler],[Mark_Boler],,,,,,
sonardata,2863,tcp,Sonar Data,[Ian_Higginbottom],[Ian_Higginbottom],,,,,,
astronova-main,2864,tcp,main 5001 cmd,[AstroNova_Inc],[Chris_Tate],,2020-03-03,,,,
pit-vpn,2865,tcp,pit-vpn,[Norbert_Sendetzky],[Norbert_Sendetzky],,,,,,
iwlistener,2866,tcp,iwlistener,[Fred_Surr],[Fred_Surr],,,,,,
esps-portal,2867,tcp,esps-portal,[Nicholas_Stowfis],[Nicholas_Stowfis],,,,,,
npep-messaging,2868,tcp,Norman Proprietaqry Events Protocol,[AVG_Technologies_Norway_AS],[Kristian_A_Bognaes_2],,2015-05-20,,,,
icslap,2869,tcp,ICSLAP,[Richard_Lamb],[Richard_Lamb],,,,,,
daishi,2870,tcp,daishi,[Patrick_Chipman],[Patrick_Chipman],,,,,,
msi-selectplay,2871,tcp,MSI Select Play,[Paul_Fonte],[Paul_Fonte],,,,,,
radix,2872,tcp,RADIX,[Stein_Roger_Skaflott],[Stein_Roger_Skaflott],,2011-07-06,,,,
psrt,2873,tcp,PubSub Realtime Telemetry Protocol,[Altertech],[Serhij_Symonenko],2021-11-12,,,,,
dxmessagebase1,2874,tcp,DX Message Base Transport Protocol,,,,,,,,
dxmessagebase2,2875,tcp,DX Message Base Transport Protocol,[G_E_Ozz_Nixon_Jr],[G_E_Ozz_Nixon_Jr],2009-01-13,,,,,
sps-tunnel,2876,tcp,SPS Tunnel,[Bill_McIntosh],[Bill_McIntosh],,,,,,
bluelance,2877,tcp,BLUELANCE,[Michael_Padrezas],[Michael_Padrezas],,,,,,
aap,2878,tcp,AAP,[Stephen_Hanna_2],[Stephen_Hanna_2],,,,,,
ucentric-ds,2879,tcp,ucentric-ds,[Alex_Vasilevsky],[Alex_Vasilevsky],,,,,,
synapse,2880,tcp,Synapse Transport,[Ali_Fracyon],[Ali_Fracyon],,,,,,
ndsp,2881,tcp,NDSP,,,,,,,,
ndtp,2882,tcp,NDTP,,,,,,,,
ndnp,2883,tcp,NDNP,[Khelben_Blackstaff],[Khelben_Blackstaff],,,,,,
flashmsg,2884,tcp,Flash Msg,[Jeffrey_Zinkerman],[Jeffrey_Zinkerman],,,,,,
topflow,2885,tcp,TopFlow,[Ted_Ross],[Ted_Ross],,,,,,
responselogic,2886,tcp,RESPONSELOGIC,[Bruce_Casey],[Bruce_Casey],,,,,,
aironetddp,2887,tcp,aironet,[Victor_Griswold],[Victor_Griswold],,,,,,
spcsdlobby,2888,tcp,SPCSDLOBBY,[Matthew_Williams],[Matthew_Williams],,,,,,
rsom,2889,tcp,RSOM,[Justine_Higgins],[Justine_Higgins],,,,,,
cspclmulti,2890,tcp,CSPCLMULTI,[Yoneda_Terumasa],[Yoneda_Terumasa],,,,,,
cinegrfx-elmd,2891,tcp,CINEGRFX-ELMD License Manager,[Greg_Ercolano_2],[Greg_Ercolano_2],,,,,,
snifferdata,2892,tcp,SNIFFERDATA,[Jeff_Mangasarian],[Jeff_Mangasarian],,,,,,
vseconnector,2893,tcp,VSECONNECTOR,[Ingo_Franzki],[Ingo_Franzki],,,,,,
abacus-remote,2894,tcp,ABACUS-REMOTE,[Mike_Bello],[Mike_Bello],,,,,,
natuslink,2895,tcp,NATUS LINK,[Jonathan_Mergy],[Jonathan_Mergy],,,,,,
ecovisiong6-1,2896,tcp,ECOVISIONG6-1,[Henrik_Holst],[Henrik_Holst],,,,,,
citrix-rtmp,2897,tcp,Citrix RTMP,[Myk_Willis],[Myk_Willis],,,,,,
appliance-cfg,2898,tcp,APPLIANCE-CFG,[Gary_A_James],[Gary_A_James],,,,,,
powergemplus,2899,tcp,POWERGEMPLUS,[Koich_Nakamura],[Koich_Nakamura],,,,,,
quicksuite,2900,tcp,QUICKSUITE,[William_Egge],[William_Egge],,,,,,
allstorcns,2901,tcp,ALLSTORCNS,[Steve_Dobson],[Steve_Dobson],,,,,,
netaspi,2902,tcp,NET ASPI,[Johnson_Luo],[Johnson_Luo],,,,,,
suitcase,2903,tcp,SUITCASE,[Milton_E_Sagen],[Milton_E_Sagen],,,,,,
m2ua,2904,tcp,M2UA,[Lyndon_Ong],[Lyndon_Ong],,,,,,
m3ua,2905,tcp,M3UA,[Lyndon_Ong],[Lyndon_Ong],,,[RFC4666],,,
caller9,2906,tcp,CALLER9,[Shams_Naqi],[Shams_Naqi],,,,,,
webmethods-b2b,2907,tcp,WEBMETHODS B2B,[Joseph_Hines],[Joseph_Hines],,,,,,
mao,2908,tcp,mao,[Marc_Baudoin],[Marc_Baudoin],,,,,,
funk-dialout,2909,tcp,Funk Dialout,[Cimarron_Boozer],[Cimarron_Boozer],,,,,,
tdaccess,2910,tcp,TDAccess,[Tom_Haapanen],[Tom_Haapanen],,,,,,
blockade,2911,tcp,Blockade,[Blockade],[Blockade],,,,,,
epicon,2912,tcp,Epicon,[Michael_Khalandovsky],[Michael_Khalandovsky],,,,,,
boosterware,2913,tcp,Booster Ware,[Ido_Ben_David],[Ido_Ben_David],,,,,,
gamelobby,2914,tcp,Game Lobby,[Paul_Ford_Hutchinson],[Paul_Ford_Hutchinson],,,,,,
tksocket,2915,tcp,TK Socket,[Dino_Ciano],[Dino_Ciano],2011-03-02,,,,,
elvin-server,2916,tcp,"Elvin Server IANA assigned this well-formed service name as a replacement for ""elvin_server"".",,,,,,,,
elvin-client,2917,tcp,"Elvin Client IANA assigned this well-formed service name as a replacement for ""elvin_client"".",[David_Arnold],[David_Arnold],,,,,,
kastenchasepad,2918,tcp,Kasten Chase Pad,[Marc_Gauthier],[Marc_Gauthier],,,,,,
roboer,2919,tcp,roboER,[Paul_Snook],[Paul_Snook],,,,,,
roboeda,2920,tcp,roboEDA,[Paul_Snook],[Paul_Snook],,,,,,
cesdcdman,2921,tcp,CESD Contents Delivery Management,[Shinya_Abe],[Shinya_Abe],,,,,,
cesdcdtrn,2922,tcp,CESD Contents Delivery Data Transfer,[Shinya_Abe],[Shinya_Abe],,,,,,
wta-wsp-wtp-s,2923,tcp,WTA-WSP-WTP-S,[Sebastien_Bury],[Sebastien_Bury],,,,,,
precise-vip,2924,tcp,PRECISE-VIP,[Michael_Landwehr],[Michael_Landwehr],,,,,,
,2925,,Unassigned (FRP-Released 12/7/00),,,,,,,,
mobile-file-dl,2926,tcp,MOBILE-FILE-DL,[Mitsuji_Toda],[Mitsuji_Toda],,,,,,
unimobilectrl,2927,tcp,UNIMOBILECTRL,[Vikas],[Vikas],,,,,,
redstone-cpss,2928,tcp,REDSTONE-CPSS,[Jeff_Looman],[Jeff_Looman],,,,,,
amx-webadmin,2929,tcp,AMX-WEBADMIN,[Mike_Morris],[Mike_Morris],,,,,,
amx-weblinx,2930,tcp,AMX-WEBLINX,[Mike_Morris],[Mike_Morris],,,,,,
circle-x,2931,tcp,Circle-X,[Norm_Freedman_2],[Norm_Freedman_2],,,,,,
incp,2932,tcp,INCP,[Keith_Paulsen],[Keith_Paulsen],,,,,,
4-tieropmgw,2933,tcp,4-TIER OPM GW,[Francois_Peloffy],[Francois_Peloffy],,,,,,
4-tieropmcli,2934,tcp,4-TIER OPM CLI,[Francois_Peloffy],[Francois_Peloffy],,,,,,
qtp,2935,tcp,QTP,[Cameron_Young],[Cameron_Young],,,,,,
otpatch,2936,tcp,OTPatch,[Brett_Goldstein],[Brett_Goldstein],,,,,,
pnaconsult-lm,2937,tcp,PNACONSULT-LM,[Theo_Nijssen],[Theo_Nijssen],,,,,,
sm-pas-1,2938,tcp,SM-PAS-1,,,,,,,,
sm-pas-2,2939,tcp,SM-PAS-2,,,,,,,,
sm-pas-3,2940,tcp,SM-PAS-3,,,,,,,,
sm-pas-4,2941,tcp,SM-PAS-4,,,,,,,,
sm-pas-5,2942,tcp,SM-PAS-5,[Tom_Haapanen],[Tom_Haapanen],,,,,,
ttnrepository,2943,tcp,TTNRepository,[Robert_Orr],[Robert_Orr],,,,,,
megaco-h248,2944,tcp,Megaco H-248,[Tom_Taylor_2],[Tom_Taylor_2],,,,,,
h248-binary,2945,tcp,H248 Binary,[Tom_Taylor_2],[Tom_Taylor_2],,,,,,
fjsvmpor,2946,tcp,FJSVmpor,[Naoki_Hayashi],[Naoki_Hayashi],,,,,,
gpsd,2947,tcp,GPS Daemon request/response protocol,[Eric_S_Raymond],[Eric_S_Raymond],,2010-04-19,,,,
wap-push,2948,tcp,WAP PUSH,,,,,,,,
wap-pushsecure,2949,tcp,WAP PUSH SECURE,[WAP_Forum],[WAP_Forum],,,,,,
esip,2950,tcp,ESIP,[David_Stephenson],[David_Stephenson],,,,,,
ottp,2951,tcp,OTTP,[Brent_Foster],[Brent_Foster],,,,,,
mpfwsas,2952,tcp,MPFWSAS,[Toru_Murai],[Toru_Murai],,,,,,
ovalarmsrv,2953,tcp,OVALARMSRV,,,,,,,,
ovalarmsrv-cmd,2954,tcp,OVALARMSRV-CMD,[Eric_Pulsipher],[Eric_Pulsipher],,,,,,
csnotify,2955,tcp,CSNOTIFY,[Israel_Beniaminy],[Israel_Beniaminy],,,,,,
ovrimosdbman,2956,tcp,OVRIMOSDBMAN,[Dimitrios_Souflis],[Dimitrios_Souflis],,,,,,
jmact5,2957,tcp,JAMCT5,,,,,,,,
jmact6,2958,tcp,JAMCT6,,,,,,,,
rmopagt,2959,tcp,RMOPAGT,[Shuji_Okubo],[Shuji_Okubo],,,,,,
dfoxserver,2960,tcp,DFOXSERVER,[David_Holden],[David_Holden],,,,,,
boldsoft-lm,2961,tcp,BOLDSOFT-LM,[Fredrik_Haglund],[Fredrik_Haglund],,,,,,
iph-policy-cli,2962,tcp,IPH-POLICY-CLI,,,,,,,,
iph-policy-adm,2963,tcp,IPH-POLICY-ADM,[Shai_Herzog],[Shai_Herzog],,,,,,
bullant-srap,2964,tcp,BULLANT SRAP,,,,,,,,
bullant-rap,2965,tcp,BULLANT RAP,[Michael_Cahill],[Michael_Cahill],,,,,,
idp-infotrieve,2966,tcp,IDP-INFOTRIEVE,[Kevin_Bruckert],[Kevin_Bruckert],,,,,,
ssc-agent,2967,tcp,SSC-AGENT,[George_Dzieciol],[George_Dzieciol],,,,,,
enpp,2968,tcp,ENPP,[Kazuhito_Gassho],[Kazuhito_Gassho],,,,,,
essp,2969,tcp,ESSP,[Hitoshi_Ishida],[Hitoshi_Ishida],,,,,,
index-net,2970,tcp,INDEX-NET,[Chris_J_Wren],[Chris_J_Wren],,,,,,
netclip,2971,tcp,NetClip clipboard daemon,[Rudi_Chiarito],[Rudi_Chiarito],,,,,,
pmsm-webrctl,2972,tcp,PMSM Webrctl,[Markus_Michels],[Markus_Michels],,,,,,
svnetworks,2973,tcp,SV Networks,[Sylvia_Siu_2],[Sylvia_Siu_2],,,,,,
signal,2974,tcp,Signal,[Wyatt_Williams],[Wyatt_Williams],,,,,,
fjmpcm,2975,tcp,Fujitsu Configuration Management Service,[Hiroki_Kawano],[Hiroki_Kawano],,,,,,
cns-srv-port,2976,tcp,CNS Server Port,[Ram_Golla],[Ram_Golla],,,,,,
ttc-etap-ns,2977,tcp,TTCs Enterprise Test Access Protocol - NS,,,,,,,,
ttc-etap-ds,2978,tcp,TTCs Enterprise Test Access Protocol - DS,[Daniel_Becker_2],[Daniel_Becker_2],,,,,,
h263-video,2979,tcp,H.263 Video Streaming,[Jauvane_C_de_Olivei],[Jauvane_C_de_Olivei],,,,,,
wimd,2980,tcp,Instant Messaging Service,[Kevin_Birch],[Kevin_Birch],,,,,,
mylxamport,2981,tcp,MYLXAMPORT,[Wei_Gao],[Wei_Gao],,,,,,
iwb-whiteboard,2982,tcp,IWB-WHITEBOARD,[David_W_Radcliffe],[David_W_Radcliffe],,,,,,
netplan,2983,tcp,NETPLAN,[Thomas_Driemeyer],[Thomas_Driemeyer],,,,,,
hpidsadmin,2984,tcp,HPIDSADMIN,,,,,,,,
hpidsagent,2985,tcp,HPIDSAGENT,[John_Trudeau],[John_Trudeau],,,,,,
stonefalls,2986,tcp,STONEFALLS,[Scott_Grau],[Scott_Grau],,,,,,
identify,2987,tcp,identify,,,,,,,,
hippad,2988,tcp,HIPPA Reporting Protocol,[William_Randolph_Roy],[William_Randolph_Roy],,,,,,
zarkov,2989,tcp,ZARKOV Intelligent Agent Communication,[Robin_Felix],[Robin_Felix],,2014-02-17,,,,
boscap,2990,tcp,BOSCAP,[Dirk_Hillbrecht],[Dirk_Hillbrecht],,,,,,
wkstn-mon,2991,tcp,WKSTN-MON,[William_David],[William_David],,,,,,
